Dissect Code,AssmtCode_1,Year,SiteCode,SiteYear,NUMDISSECTED PER HOST PER SITE ASS.,HOSTSPECIES,SITE VISIT,SVL,STAGE,MALF,SEX,DISSECTED,ALARIA,THICKIE,CLINO,ECHINO,FIB,GLOB,RIB,MANO,HAEMATO,HALIPEGUS,OSWALDO,OPALPREZ2,NYCTOPREZ2,TRITRICHPREZ2,GORGOD,NEMATODE,UNKN,LARVTREMRICH,LARVTREMTOT,BDPOS,BDZE,RVPOS,RVLOAD
TGIF_20130625_PSRE_010,TGIF_20130625,2013,TGIF,TGIF_2013,15,PSRE,2,15.09,META,FALSE,F,1,0,0,0,16,0,0,1,0,0,0,0,1,1,0,0,0,0,2,17,1,1.8408576896,NA,NA
TGIF_20130625_PSRE_012,TGIF_20130625,2013,TGIF,TGIF_2013,15,PSRE,2,18.46,META,FALSE,F,1,0,0,0,11,0,0,0,7,0,0,0,1,1,0,0,0,0,2,18,0,0,NA,NA
TGIF_20130625_PSRE_013,TGIF_20130625,2013,TGIF,TGIF_2013,15,PSRE,2,19.39,META,FALSE,F,1,21,0,1,32,1,0,0,0,0,0,0,1,0,0,0,0,0,4,55,0,0,NA,NA
TGIF_20130625_PSRE_014,TGIF_20130625,2013,TGIF,TGIF_2013,15,PSRE,2,18.62,META,TRUE,M,1,0,0,1,25,0,0,5,1,0,0,0,1,1,0,0,0,0,4,32,1,1.1495771011,0,0
TGIF_20130625_PSRE_015,TGIF_20130625,2013,TGIF,TGIF_2013,15,PSRE,2,18.77,META,TRUE,F,1,0,0,0,35,0,0,2,0,0,0,0,1,0,0,0,0,0,2,37,1,0.1886696984,0,0
TGIF_20130625_PSRE_003,TGIF_20130625,2013,TGIF,TGIF_2013,15,PSRE,2,18.11,META,FALSE,M,1,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,2,6,1,120.4852072398,0,0
TGIF_20130625_PSRE_008,TGIF_20130625,2013,TGIF,TGIF_2013,15,PSRE,2,19.82,META,FALSE,M,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,7,1,7.3304921637,0,0
TGIF_20130625_PSRE_011,TGIF_20130625,2013,TGIF,TGIF_2013,15,PSRE,2,16.14,META,FALSE,F,1,3,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0
TGIF_20130625_TATO_001,TGIF_20130625,2013,TGIF,TGIF_2013,2,TATO,2,27.9,Larva,FALSE,U,1,0,0,1,4,0,0,78,0,0,0,0,0,0,0,0,0,0,3,83,0,0,0,0
TGIF_20130625_TATO_003,TGIF_20130625,2013,TGIF,TGIF_2013,2,TATO,2,28.23,Larva,FALSE,U,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,6,0,1,36,0,0,0,0
VPPND001_20130801_TATO_001,VPPND001_20130801,2013,VPPND001,VPPND001_2013,11,TATO,2,29.91,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
VPPND001_20130801_TATO_002,VPPND001_20130801,2013,VPPND001,VPPND001_2013,11,TATO,2,31.07,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPPND001_20130801_TATO_003,VPPND001_20130801,2013,VPPND001,VPPND001_2013,11,TATO,2,33.86,Larva,FALSE,U,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
VPPND001_20130801_TATO_005,VPPND001_20130801,2013,VPPND001,VPPND001_2013,11,TATO,2,31.02,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPPND001_20130801_TATO_007,VPPND001_20130801,2013,VPPND001,VPPND001_2013,11,TATO,2,33.61,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPPND001_20130801_TATO_008,VPPND001_20130801,2013,VPPND001,VPPND001_2013,11,TATO,2,30,Larva,FALSE,U,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
VPPND001_20130801_TATO_009,VPPND001_20130801,2013,VPPND001,VPPND001_2013,11,TATO,2,30.24,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPPND001_20130801_TATO_011,VPPND001_20130801,2013,VPPND001,VPPND001_2013,11,TATO,2,31.83,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPPND005_20130801_PSRE_003,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,17.51,META,TRUE,F,1,0,0,0,18,0,0,2,0,0,0,0,1,0,0,0,0,0,2,20,0,0,0,0
VPPND005_20130801_PSRE_004,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,19.43,Larva,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,522.9500198364,0,0
VPPND005_20130801_PSRE_005,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,23.24,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
VPPND005_20130801_PSRE_006,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,20.38,META,TRUE,M,1,11,0,0,116,0,0,20,0,0,0,0,1,0,0,0,0,0,3,147,0,0,1,0.1339605656
VPPND005_20130801_PSRE_009,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,23.58,META,FALSE,F,1,0,0,0,56,0,0,7,0,0,0,0,1,0,0,0,0,0,2,63,0,0,0,0
VPPND005_20130801_PSRE_010,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,20.24,META,TRUE,F,1,0,0,0,206,0,0,19,0,0,0,0,1,0,0,0,0,0,2,225,0,0,0,0
VPPND005_20130801_PSRE_001,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,21.46,META,FALSE,M,1,0,0,0,321,0,0,14,0,0,0,0,1,0,0,0,0,0,2,335,0,0,0,0
VPPND005_20130801_PSRE_002,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,16.55,META,TRUE,M,1,11,0,0,58,0,0,4,0,0,0,0,1,0,0,0,0,0,3,73,0,0,0,0
VPPND005_20130801_PSRE_007,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,18.93,META,TRUE,M,1,0,0,0,125,0,0,29,0,0,0,0,0,0,0,0,0,0,2,154,0,0,0,0
VPPND005_20130801_PSRE_011,VPPND005_20130801,2013,VPPND005,VPPND005_2013,11,PSRE,2,19.51,META,FALSE,M,1,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
VPPND006_20130801_PSRE_001,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,15,META,FALSE,F,1,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,2,5,1,59.8834427198,1,0.0003534014
VPPND006_20130801_PSRE_002,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,13.52,META,TRUE,M,1,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,2,14,1,0.6670961281,0,0
VPPND006_20130801_PSRE_011,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,17.46,META,FALSE,F,1,0,0,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,2,9,0,0,NA,NA
VPPND006_20130801_PSRE_006,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,17.46,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.6228501126,0,0
VPPND006_20130801_PSRE_009,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,16.28,META,FALSE,F,1,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,2,10,1,19.1016471386,1,0.0001676974
VPPND006_20130801_PSRE_010,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,15.5,META,FALSE,F,1,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,5,1,2166.2229410807,1,0.0001424881
VPPND006_20130801_PSRE_005,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,18.19,META,FALSE,U,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,12,1,0.8130408227,1,0.0003170177
VPPND006_20130801_PSRE_013,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,17.74,META,FALSE,F,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,1,36.3529634476,1,0.0005177377
VPPND006_20130801_PSRE_015,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,PSRE,2,18.87,META,FALSE,M,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,2,10,1,0.4315100759,0,0
VPPND006_20130801_TATO_001,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,27.08,Larva,FALSE,U,1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0
VPPND006_20130801_TATO_002,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,24.4,Larva,FALSE,U,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,11,1,2.4787952503,1,0.000566914
VPPND006_20130801_TATO_003,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,27.32,Larva,FALSE,U,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
VPPND006_20130801_TATO_004,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,25.64,Larva,FALSE,U,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,27,0,0,1,0.0037840392
VPPND006_20130801_TATO_006,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,27.97,META,FALSE,U,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
VPPND006_20130801_TATO_007,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,26.29,Larva,FALSE,U,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0
VPPND006_20130801_TATO_008,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,22.74,Larva,FALSE,U,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,57,0,0,1,0.1650348514
VPPND006_20130801_TATO_012,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,21.76,Larva,FALSE,U,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,114885390.04247
VPPND006_20130801_TATO_014,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,67.73,Larva,FALSE,U,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
VPPND006_20130801_TATO_015,VPPND006_20130801,2013,VPPND006,VPPND006_2013,15,TATO,2,26.8,Larva,FALSE,U,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
WESTWING_20130805_RACA_001,WESTWING_20130805,2013,WESTWING,WESTWING_2013,3,RACA,2,62.9,META,FALSE,M,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
WESTWING_20130805_RACA_002,WESTWING_20130805,2013,WESTWING,WESTWING_2013,3,RACA,2,16.78,META,FALSE,M,1,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WESTWING_20130805_RACA_003,WESTWING_20130805,2013,WESTWING,WESTWING_2013,3,RACA,2,59.39,META,FALSE,M,1,0,0,0,76,0,0,0,0,3,0,0,0,0,0,0,0,0,1,76,1,4.931437857,0,0
YBBA_20130716_PSRE_001,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,17.34,META,FALSE,F,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.0034510138
YBBA_20130716_PSRE_003,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,15.61,META,FALSE,F,1,0,0,0,62,0,0,0,0,0,0,0,1,0,0,0,0,0,1,62,0,0,1,0.0076227521
YBBA_20130716_PSRE_004,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,15.56,META,FALSE,M,1,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,0,0,1,0.0010670688
YBBA_20130716_PSRE_008,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,15.46,META,FALSE,M,1,0,0,0,53,0,0,0,0,0,0,0,1,0,0,0,0,0,1,53,0,0,1,0.0219310572
YBBA_20130716_PSRE_011,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,15.93,META,FALSE,F,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0.0123777544
YBBA_20130716_PSRE_014,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,15.32,META,FALSE,F,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,0,0,1,0.002200175
YBBA_20130716_PSRE_002,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,16.53,META,FALSE,F,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0.0010538234
YBBA_20130716_PSRE_005,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,15.15,META,FALSE,F,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0.0066879473
YBBA_20130716_PSRE_007,YBBA_20130716,2013,YBBA,YBBA_2013,15,PSRE,2,14.49,META,FALSE,M,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0.0146998332
YBBA_20130716_TATO_001,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,20.11,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9992895186
YBBA_20130716_TATO_003,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,18.44,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.947405807
YBBA_20130716_TATO_004,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,17.65,Subadult,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBBA_20130716_TATO_005,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,18.93,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.754746774
YBBA_20130716_TATO_006,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,18.5,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9377299301
YBBA_20130716_TATO_007,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,19.41,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.069490026
YBBA_20130716_TATO_009,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,16.8,Subadult,FALSE,U,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.171238986
YBBA_20130716_TATO_012,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,17.89,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3541964478
YBBA_20130716_TATO_013,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,19.14,Subadult,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBBA_20130716_TATO_015,YBBA_20130716,2013,YBBA,YBBA_2013,15,TATO,2,21.78,Larva,FALSE,U,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.1952124344
5CN1_20130812_PSRE_003,5CN1_20130812,2013,5CN1,5CN1_2013,16,PSRE,2,20.09,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN1_20130812_PSRE_005,5CN1_20130812,2013,5CN1,5CN1_2013,16,PSRE,2,20.79,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN1_20130812_PSRE_007,5CN1_20130812,2013,5CN1,5CN1_2013,16,PSRE,2,18.2,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,1.116786778,NA,NA
5CN1_20130812_PSRE_010,5CN1_20130812,2013,5CN1,5CN1_2013,16,PSRE,2,21.09,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,0.3912415654,NA,NA
5CN1_20130812_PSRE_011,5CN1_20130812,2013,5CN1,5CN1_2013,16,PSRE,2,19.13,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,106.0398101853,NA,NA
5CN1_20130812_PSRE_015,5CN1_20130812,2013,5CN1,5CN1_2013,15,PSRE,2,19,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,0.7990224659,NA,NA
5CN1_20130812_PSRE_016,5CN1_20130812,2013,5CN1,5CN1_2013,15,PSRE,2,19.52,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
5CN1_20130812_TAGR_003,5CN1_20130812,2013,5CN1,5CN1_2013,15,TAGR,2,15.55,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN1_20130812_TAGR_004,5CN1_20130812,2013,5CN1,5CN1_2013,15,TAGR,2,20.47,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN1_20130812_TAGR_007,5CN1_20130812,2013,5CN1,5CN1_2013,15,TAGR,2,34.81,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN1_20130812_TAGR_010,5CN1_20130812,2013,5CN1,5CN1_2013,15,TAGR,2,16.11,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN1_20130812_TAGR_011,5CN1_20130812,2013,5CN1,5CN1_2013,15,TAGR,2,18.84,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN1_20130812_TATO_010,5CN1_20130812,2013,5CN1,5CN1_2013,15,TATO,2,23.79,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN1_20130812_TATO_014,5CN1_20130812,2013,5CN1,5CN1_2013,15,TATO,2,21.55,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TAGR_001,5CN2_20130812,2013,5CN2,5CN2_2013,15,TAGR,2,12.38,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TAGR_002,5CN2_20130812,2013,5CN2,5CN2_2013,15,TAGR,2,12.57,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TAGR_006,5CN2_20130812,2013,5CN2,5CN2_2013,15,TAGR,2,15.33,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TAGR_012,5CN2_20130812,2013,5CN2,5CN2_2013,15,TAGR,2,13.16,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TAGR_015,5CN2_20130812,2013,5CN2,5CN2_2013,15,TAGR,2,14.45,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TATO_001,5CN2_20130812,2013,5CN2,5CN2_2013,15,TATO,2,12.98,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TATO_002,5CN2_20130812,2013,5CN2,5CN2_2013,15,TATO,2,15.94, ,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TATO_003,5CN2_20130812,2013,5CN2,5CN2_2013,15,TATO,2,16.83,Adult,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TATO_006,5CN2_20130812,2013,5CN2,5CN2_2013,15,TATO,2,19.28,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TATO_007,5CN2_20130812,2013,5CN2,5CN2_2013,15,TATO,2,13.56, ,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN2_20130812_TATO_011,5CN2_20130812,2013,5CN2,5CN2_2013,15,TATO,2,18.59,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_PSRE_006,5CN4_20130812,2013,5CN4,5CN4_2013,15,PSRE,2,17.03,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_PSRE_013,5CN4_20130812,2013,5CN4,5CN4_2013,15,PSRE,2,18.21,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_PSRE_014,5CN4_20130812,2013,5CN4,5CN4_2013,15,PSRE,2,17.04,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_001,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,24.14,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_002,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,23.84,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_003,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,25.72,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,707.965660048,NA,NA
5CN4_20130812_TAGR_004,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,23.89,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_005,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,22.92,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_006,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,21.72,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_007,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,23.46,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_008,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,24.67,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_009,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,23.75,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_010,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,26.87,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_011,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,21.16,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_012,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,27.3,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_013,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,23.9,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_014,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,23.78,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TAGR_015,5CN4_20130812,2013,5CN4,5CN4_2013,15,TAGR,2,25.25,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
5CN4_20130812_TATO_011,5CN4_20130812,2013,5CN4,5CN4_2013,1,TATO,2,22.02,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
BNPND005_20130731_PSRE_003,BNPND005_20130731,2013,BNPND005,BNPND005_2013,15,PSRE,2,18.24,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND005_20130731_TAGR_007,BNPND005_20130731,2013,BNPND005,BNPND005_2013,8,TAGR,2,21.88,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND011_20130731_TATO_001,BNPND011_20130731,2013,BNPND011,BNPND011_2013,15,TATO,2,29.02,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND011_20130731_TATO_005,BNPND011_20130731,2013,BNPND011,BNPND011_2013,15,TATO,2,28.08,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND011_20130731_TATO_008,BNPND011_20130731,2013,BNPND011,BNPND011_2013,15,TATO,2,28.28,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND011_20130731_TATO_010,BNPND011_20130731,2013,BNPND011,BNPND011_2013,15,TATO,2,31.21,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND011_20130731_TATO_011,BNPND011_20130731,2013,BNPND011,BNPND011_2013,15,TATO,2,31.33,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND019_20130713_PSRE_002,BNPND019_20130713,2013,BNPND019,BNPND019_2013,15,PSRE,2,19.55,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND019_20130713_PSRE_006,BNPND019_20130713,2013,BNPND019,BNPND019_2013,15,PSRE,2,20.2,META,TRUE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND019_20130713_PSRE_007,BNPND019_20130713,2013,BNPND019,BNPND019_2013,15,PSRE,2,21.21,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,0,0,NA,NA
BNPND019_20130713_PSRE_009,BNPND019_20130713,2013,BNPND019,BNPND019_2013,15,PSRE,2,18.06,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,3.2017492503,NA,NA
BNPND019_20130713_PSRE_014,BNPND019_20130713,2013,BNPND019,BNPND019_2013,15,PSRE,2,20.3,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,2.3256958028,NA,NA
BNPND019_20130713_TATO_001,BNPND019_20130713,2013,BNPND019,BNPND019_2013,4,TATO,2,19.95,Larva,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,0.4912778984,NA,NA
BNPND020_20130715_PSRE_001,BNPND020_20130715,2013,BNPND020,BNPND020_2013,15,PSRE,2,18.03,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,28.9196600517,NA,NA
BNPND020_20130715_PSRE_005,BNPND020_20130715,2013,BNPND020,BNPND020_2013,15,PSRE,2,18.08,META,FALSE,U,0,,,,,,,,,,,,,,,,,,,,1,32.0949057738,NA,NA
